nothing_prob,throw_wind_up_prob,throw_prob,throw_follow_through_prob,swing_wind_up_prob,swing_prob,swing_follow_through_prob
0.256,0.001,0.292,0.05,0.017,0.383,0.001
0.25,0.084,0.05,0.004,0.002,0.375,0.236
0.759,0.0,0.142,0.0,0.0,0.094,0.004
0.06,0.919,0.003,0.002,0.0,0.003,0.013
0.065,0.699,0.007,0.004,0.0,0.018,0.208
0.438,0.508,0.001,0.047,0.001,0.001,0.004
0.288,0.612,0.003,0.005,0.0,0.002,0.09
0.291,0.702,0.001,0.002,0.0,0.001,0.003
0.0,0.002,0.01,0.0,0.0,0.987,0.0
0.944,0.0,0.05,0.0,0.0,0.006,0.0
0.965,0.007,0.0,0.027,0.0,0.0,0.0
0.076,0.783,0.0,0.137,0.0,0.0,0.003
0.959,0.001,0.022,0.0,0.001,0.005,0.013
0.864,0.084,0.006,0.003,0.001,0.005,0.038
0.985,0.004,0.001,0.008,0.001,0.001,0.0
0.005,0.994,0.0,0.0,0.0,0.0,0.001
0.025,0.0,0.304,0.0,0.0,0.671,0.0
0.941,0.002,0.001,0.054,0.001,0.001,0.0
0.213,0.642,0.017,0.064,0.001,0.029,0.034
0.444,0.0,0.279,0.0,0.001,0.273,0.003
0.035,0.963,0.0,0.001,0.0,0.0,0.001
0.996,0.002,0.0,0.001,0.0,0.0,0.0
0.973,0.011,0.002,0.012,0.001,0.0,0.001
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.935,0.0,0.056,0.0,0.0,0.008,0.0
0.995,0.0,0.001,0.0,0.0,0.004,0.0
0.188,0.0,0.135,0.0,0.0,0.427,0.25
0.951,0.01,0.01,0.005,0.006,0.008,0.01
0.082,0.886,0.002,0.003,0.0,0.004,0.022
0.861,0.118,0.0,0.001,0.0,0.0,0.02
0.977,0.0,0.0,0.0,0.008,0.0,0.015
0.938,0.0,0.0,0.0,0.061,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.934,0.0,0.0,0.066,0.0,0.0,0.0
0.573,0.0,0.0,0.427,0.0,0.0,0.0
0.961,0.007,0.002,0.029,0.001,0.0,0.0
0.789,0.172,0.006,0.004,0.003,0.014,0.012
0.0,0.999,0.0,0.0,0.0,0.0,0.0
0.777,0.0,0.223,0.0,0.0,0.0,0.0
0.953,0.002,0.009,0.002,0.0,0.033,0.0
0.361,0.003,0.579,0.0,0.0,0.046,0.01
0.761,0.03,0.126,0.0,0.004,0.059,0.02
0.72,0.231,0.004,0.027,0.0,0.001,0.017
0.973,0.021,0.001,0.001,0.001,0.001,0.002
0.753,0.228,0.0,0.015,0.002,0.0,0.001
0.287,0.271,0.002,0.003,0.0,0.001,0.435
0.996,0.0,0.0,0.001,0.002,0.0,0.0
0.995,0.001,0.0,0.002,0.002,0.0,0.0
0.973,0.009,0.005,0.009,0.003,0.001,0.001
0.918,0.0,0.054,0.0,0.0,0.028,0.0
0.239,0.726,0.007,0.003,0.006,0.008,0.011
0.234,0.686,0.005,0.002,0.0,0.004,0.069
0.994,0.003,0.0,0.002,0.001,0.0,0.0
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.973,0.0,0.026,0.0,0.0,0.001,0.0
0.966,0.013,0.005,0.004,0.005,0.007,0.001
0.003,0.994,0.0,0.0,0.0,0.001,0.002
0.696,0.19,0.016,0.008,0.002,0.029,0.059
0.942,0.024,0.009,0.009,0.001,0.004,0.011
0.994,0.001,0.0,0.001,0.004,0.0,0.0
0.777,0.207,0.001,0.007,0.003,0.002,0.003
0.0,0.954,0.035,0.001,0.0,0.008,0.002
0.038,0.0,0.404,0.0,0.0,0.558,0.0
0.23,0.472,0.013,0.009,0.0,0.22,0.055
0.927,0.0,0.034,0.0,0.0,0.025,0.013
0.018,0.979,0.0,0.001,0.0,0.0,0.002
0.932,0.062,0.0,0.002,0.0,0.0,0.003
0.967,0.015,0.006,0.005,0.0,0.001,0.006
0.746,0.238,0.006,0.003,0.001,0.003,0.002
0.009,0.983,0.0,0.0,0.0,0.0,0.007
0.995,0.0,0.003,0.0,0.0,0.002,0.0
0.927,0.0,0.008,0.0,0.0,0.065,0.0
0.035,0.001,0.1,0.0,0.0,0.375,0.489
0.069,0.913,0.001,0.002,0.0,0.002,0.013
0.862,0.077,0.0,0.001,0.0,0.0,0.06
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.987,0.0,0.0,0.0,0.012,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.211,0.0,0.0,0.789,0.0,0.0,0.0
0.951,0.044,0.0,0.002,0.0,0.0,0.003
0.998,0.0,0.001,0.001,0.0,0.0,0.0
0.142,0.815,0.001,0.001,0.0,0.005,0.036
0.0,0.0,0.04,0.0,0.0,0.96,0.0
0.963,0.0,0.011,0.0,0.0,0.026,0.0
0.153,0.629,0.006,0.165,0.001,0.029,0.016
0.103,0.382,0.014,0.002,0.0,0.145,0.354
0.021,0.33,0.005,0.0,0.0,0.031,0.612
0.04,0.383,0.003,0.0,0.0,0.022,0.552
0.601,0.006,0.001,0.0,0.0,0.001,0.391
0.988,0.006,0.0,0.005,0.0,0.0,0.0
0.996,0.001,0.001,0.001,0.0,0.0,0.0
0.053,0.943,0.001,0.001,0.0,0.001,0.002
0.001,0.0,0.698,0.0,0.0,0.3,0.001
0.213,0.002,0.274,0.015,0.038,0.457,0.001
0.014,0.947,0.002,0.003,0.0,0.008,0.026
0.997,0.001,0.0,0.0,0.0,0.0,0.001
0.672,0.32,0.0,0.007,0.0,0.0,0.0
0.998,0.0,0.001,0.0,0.0,0.0,0.0
0.699,0.289,0.001,0.002,0.002,0.002,0.006
0.0,0.935,0.062,0.0,0.0,0.003,0.0
0.6,0.0,0.236,0.0,0.0,0.164,0.0
0.025,0.0,0.106,0.0,0.0,0.868,0.0
0.952,0.01,0.007,0.001,0.0,0.008,0.022
0.882,0.067,0.03,0.0,0.0,0.012,0.008
0.041,0.952,0.0,0.003,0.0,0.0,0.003
0.984,0.014,0.001,0.0,0.0,0.001,0.001
0.568,0.425,0.0,0.004,0.0,0.0,0.003
0.236,0.0,0.0,0.0,0.757,0.006,0.0
0.861,0.004,0.0,0.001,0.126,0.0,0.007
0.427,0.0,0.0,0.0,0.571,0.001,0.0
0.99,0.0,0.0,0.0,0.01,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.484,0.0,0.0,0.516,0.0,0.0,0.0
0.539,0.0,0.0,0.461,0.0,0.0,0.0
0.933,0.0,0.0,0.003,0.063,0.0,0.0
0.975,0.018,0.002,0.001,0.0,0.001,0.003
0.185,0.807,0.001,0.003,0.001,0.001,0.002
0.0,0.0,0.003,0.0,0.0,0.996,0.0
0.989,0.0,0.0,0.0,0.007,0.004,0.0
0.134,0.005,0.0,0.86,0.0,0.0,0.0
0.997,0.0,0.002,0.0,0.0,0.001,0.0
0.201,0.727,0.008,0.004,0.001,0.016,0.044
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.787,0.191,0.004,0.002,0.001,0.007,0.008
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.007,0.0,0.993,0.0,0.0,0.0,0.0
0.921,0.004,0.002,0.061,0.0,0.011,0.0
0.015,0.726,0.004,0.0,0.0,0.013,0.242
0.136,0.771,0.006,0.007,0.0,0.012,0.067
0.997,0.001,0.002,0.0,0.0,0.0,0.0
0.646,0.326,0.001,0.021,0.0,0.002,0.004
0.988,0.006,0.0,0.004,0.0,0.0,0.001
0.857,0.133,0.0,0.007,0.002,0.001,0.001
0.0,0.934,0.052,0.0,0.0,0.012,0.002
0.452,0.0,0.215,0.0,0.0,0.332,0.001
0.734,0.022,0.0,0.244,0.0,0.0,0.0
0.985,0.006,0.0,0.0,0.0,0.0,0.008
0.99,0.0,0.003,0.0,0.002,0.005,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.964,0.001,0.028,0.0,0.0,0.008,0.0
0.982,0.001,0.001,0.001,0.014,0.001,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.114,0.0,0.886,0.0,0.0,0.0,0.0
0.972,0.002,0.0,0.025,0.0,0.0,0.0
0.979,0.001,0.005,0.001,0.011,0.003,0.0
0.032,0.951,0.002,0.003,0.0,0.005,0.006
0.994,0.0,0.005,0.0,0.0,0.001,0.0
0.994,0.0,0.003,0.0,0.0,0.002,0.0
0.886,0.109,0.001,0.001,0.0,0.001,0.002
0.0,0.015,0.688,0.0,0.0,0.296,0.0
0.037,0.001,0.946,0.0,0.0,0.015,0.0
0.149,0.002,0.187,0.0,0.0,0.659,0.003
0.431,0.415,0.003,0.005,0.0,0.007,0.139
0.763,0.007,0.0,0.0,0.0,0.0,0.23
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.973,0.0,0.0,0.027,0.0,0.0,0.0
0.152,0.0,0.0,0.848,0.0,0.0,0.0
0.963,0.014,0.019,0.002,0.001,0.002,0.0
0.862,0.113,0.006,0.002,0.001,0.009,0.007
0.004,0.995,0.0,0.0,0.0,0.0,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.976,0.0,0.0,0.005,0.0,0.019,0.0
0.792,0.0,0.141,0.0,0.0,0.05,0.018
0.969,0.011,0.004,0.001,0.008,0.003,0.004
0.301,0.637,0.002,0.042,0.001,0.004,0.012
0.975,0.021,0.0,0.001,0.002,0.0,0.0
0.132,0.859,0.0,0.003,0.0,0.0,0.006
0.09,0.853,0.001,0.008,0.0,0.001,0.048
0.835,0.159,0.001,0.003,0.0,0.001,0.001
0.001,0.999,0.0,0.0,0.0,0.0,0.001
0.375,0.0,0.624,0.0,0.0,0.0,0.0
0.997,0.0,0.0,0.002,0.0,0.001,0.0
0.011,0.958,0.001,0.0,0.0,0.003,0.027
0.997,0.001,0.002,0.0,0.0,0.0,0.0
0.159,0.817,0.0,0.014,0.0,0.0,0.009
0.694,0.298,0.001,0.002,0.0,0.001,0.005
0.913,0.071,0.006,0.003,0.001,0.003,0.003
0.003,0.995,0.0,0.0,0.0,0.0,0.001
0.063,0.0,0.935,0.0,0.0,0.002,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.977,0.019,0.0,0.003,0.0,0.0,0.0
0.644,0.241,0.009,0.025,0.063,0.007,0.011
0.545,0.406,0.009,0.003,0.0,0.002,0.034
0.929,0.063,0.003,0.001,0.001,0.002,0.002
0.182,0.807,0.001,0.001,0.0,0.001,0.008
0.0,0.0,0.009,0.0,0.0,0.991,0.0
0.86,0.0,0.062,0.002,0.005,0.071,0.0
0.952,0.0,0.0,0.047,0.0,0.0,0.0
0.272,0.003,0.0,0.725,0.0,0.0,0.0
0.553,0.381,0.018,0.007,0.001,0.015,0.026
0.556,0.192,0.018,0.0,0.0,0.062,0.171
0.995,0.002,0.0,0.003,0.0,0.0,0.0
0.921,0.072,0.001,0.001,0.001,0.001,0.003
0.0,0.998,0.002,0.0,0.0,0.0,0.0
0.946,0.0,0.052,0.0,0.0,0.002,0.0
0.982,0.001,0.0,0.017,0.0,0.0,0.0
0.843,0.0,0.03,0.0,0.0,0.127,0.0
0.901,0.0,0.086,0.0,0.002,0.011,0.0
0.977,0.0,0.0,0.0,0.018,0.002,0.002
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.254,0.013,0.0,0.732,0.0,0.0,0.0
0.953,0.027,0.006,0.005,0.002,0.003,0.004
0.469,0.463,0.007,0.01,0.001,0.031,0.018
0.067,0.917,0.001,0.001,0.0,0.002,0.012
0.0,0.0,0.116,0.0,0.0,0.883,0.0
0.358,0.003,0.042,0.058,0.459,0.08,0.0
0.736,0.24,0.003,0.003,0.0,0.014,0.003
0.558,0.0,0.032,0.0,0.0,0.107,0.302
0.313,0.676,0.001,0.002,0.0,0.001,0.007
0.968,0.021,0.0,0.007,0.0,0.0,0.004
0.567,0.426,0.0,0.006,0.0,0.0,0.001
0.996,0.001,0.002,0.0,0.0,0.0,0.0
0.243,0.725,0.002,0.001,0.0,0.004,0.025
0.0,0.009,0.111,0.0,0.0,0.88,0.0
0.885,0.0,0.112,0.0,0.0,0.003,0.0
0.042,0.0,0.136,0.0,0.0,0.822,0.0
0.992,0.0,0.004,0.0,0.0,0.001,0.003
0.982,0.011,0.003,0.001,0.001,0.002,0.001
0.942,0.006,0.006,0.022,0.02,0.002,0.002
0.966,0.018,0.0,0.015,0.0,0.0,0.0
0.908,0.058,0.01,0.001,0.0,0.005,0.017
0.173,0.79,0.004,0.001,0.0,0.008,0.024
0.025,0.564,0.002,0.003,0.0,0.006,0.4
0.986,0.013,0.0,0.001,0.0,0.0,0.0
0.02,0.964,0.0,0.003,0.0,0.0,0.013
0.987,0.001,0.008,0.0,0.0,0.002,0.001
0.488,0.025,0.359,0.0,0.042,0.083,0.002
0.865,0.023,0.025,0.004,0.0,0.009,0.075
0.99,0.009,0.0,0.001,0.0,0.0,0.0
0.882,0.067,0.034,0.001,0.001,0.013,0.003
0.813,0.032,0.012,0.028,0.065,0.022,0.028
0.997,0.0,0.0,0.002,0.0,0.0,0.0
0.852,0.017,0.003,0.041,0.076,0.009,0.001
0.938,0.024,0.01,0.012,0.011,0.003,0.002
0.998,0.0,0.001,0.0,0.0,0.001,0.0
0.936,0.043,0.008,0.003,0.0,0.009,0.001
0.084,0.91,0.0,0.006,0.0,0.0,0.0
0.861,0.021,0.011,0.0,0.0,0.007,0.098
0.963,0.014,0.013,0.0,0.001,0.006,0.004
0.344,0.636,0.003,0.002,0.0,0.008,0.007
0.988,0.0,0.007,0.0,0.0,0.005,0.0
0.012,0.0,0.526,0.0,0.0,0.463,0.0
0.046,0.0,0.166,0.0,0.0,0.765,0.022
0.553,0.387,0.011,0.003,0.003,0.012,0.031
0.818,0.057,0.046,0.001,0.0,0.056,0.022
0.259,0.694,0.004,0.0,0.0,0.005,0.037
0.995,0.003,0.001,0.001,0.0,0.0,0.0
0.528,0.0,0.0,0.0,0.472,0.0,0.0
0.995,0.0,0.0,0.0,0.005,0.0,0.0
0.687,0.001,0.001,0.043,0.268,0.001,0.0
0.999,0.0,0.0,0.0,0.001,0.0,0.0
0.983,0.002,0.001,0.001,0.013,0.0,0.0
0.868,0.0,0.0,0.0,0.131,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.992,0.0,0.0,0.005,0.003,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561,0.0,0.0,0.001,0.438,0.0,0.0
0.973,0.0,0.0,0.001,0.025,0.0,0.0
0.987,0.0,0.0,0.003,0.008,0.001,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.987,0.0,0.0,0.0,0.012,0.0,0.0
0.875,0.043,0.032,0.006,0.009,0.026,0.009
0.915,0.0,0.0,0.006,0.078,0.0,0.0
0.836,0.0,0.0,0.0,0.164,0.0,0.0
0.022,0.0,0.0,0.0,0.0,0.978,0.0
0.833,0.028,0.0,0.0,0.0,0.0,0.138
0.696,0.022,0.009,0.004,0.001,0.002,0.266
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.0,0.022,0.0,0.0,0.903,0.073
0.831,0.113,0.039,0.0,0.0,0.003,0.014
0.848,0.001,0.1,0.0,0.002,0.035,0.013
0.719,0.237,0.003,0.006,0.029,0.002,0.005
0.977,0.02,0.001,0.001,0.0,0.001,0.0
0.975,0.0,0.014,0.0,0.0,0.011,0.0
0.521,0.236,0.035,0.008,0.002,0.148,0.05
0.915,0.045,0.003,0.031,0.0,0.003,0.004
0.958,0.03,0.004,0.004,0.0,0.002,0.002
0.927,0.045,0.006,0.004,0.003,0.007,0.008
0.993,0.003,0.0,0.0,0.003,0.0,0.0
0.969,0.013,0.006,0.003,0.008,0.001,0.0
0.932,0.012,0.025,0.003,0.002,0.02,0.006
0.998,0.001,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.0,0.0,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.982,0.008,0.006,0.0,0.0,0.003,0.0
0.747,0.065,0.02,0.001,0.004,0.136,0.027
0.969,0.0,0.0,0.031,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.987,0.003,0.009,0.0,0.0,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.649,0.154,0.095,0.0,0.0,0.1,0.0
0.996,0.0,0.001,0.0,0.0,0.003,0.0
0.122,0.0,0.101,0.001,0.0,0.766,0.009
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.328,0.192,0.443,0.0,0.0,0.036,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.004,0.036,0.002,0.0,0.844,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.001,0.0,0.0,0.001,0.0
0.123,0.003,0.869,0.0,0.0,0.005,0.0
0.919,0.001,0.001,0.001,0.077,0.001,0.0
0.969,0.001,0.001,0.0,0.028,0.0,0.0
0.922,0.023,0.003,0.009,0.037,0.005,0.002
0.881,0.076,0.013,0.001,0.001,0.005,0.023
0.962,0.006,0.027,0.0,0.001,0.003,0.001
0.972,0.009,0.014,0.0,0.0,0.002,0.002
0.891,0.082,0.008,0.003,0.003,0.006,0.007
0.973,0.018,0.001,0.005,0.0,0.002,0.0
0.983,0.005,0.002,0.0,0.0,0.009,0.0
0.958,0.012,0.007,0.001,0.006,0.015,0.001
0.514,0.244,0.087,0.008,0.003,0.13,0.014
0.983,0.006,0.007,0.0,0.0,0.001,0.002
0.974,0.021,0.0,0.004,0.0,0.001,0.0
0.718,0.013,0.069,0.007,0.002,0.17,0.02
0.983,0.002,0.011,0.0,0.0,0.002,0.002
0.921,0.062,0.003,0.01,0.003,0.001,0.001
0.996,0.001,0.0,0.002,0.0,0.0,0.0
0.998,0.0,0.001,0.0,0.0,0.001,0.0
0.938,0.032,0.006,0.002,0.0,0.02,0.001
0.654,0.212,0.017,0.002,0.002,0.088,0.025
0.991,0.005,0.003,0.0,0.0,0.0,0.0
0.982,0.003,0.009,0.0,0.001,0.004,0.001
0.613,0.313,0.0,0.069,0.001,0.002,0.001
0.947,0.005,0.003,0.001,0.038,0.005,0.002
0.995,0.002,0.0,0.002,0.001,0.0,0.0
0.374,0.615,0.001,0.003,0.0,0.004,0.002
0.994,0.001,0.001,0.0,0.0,0.003,0.0
0.996,0.0,0.003,0.0,0.0,0.0,0.0
0.828,0.008,0.038,0.001,0.005,0.04,0.082
0.985,0.006,0.0,0.002,0.005,0.001,0.001
0.903,0.009,0.026,0.001,0.003,0.053,0.005
0.992,0.005,0.001,0.001,0.0,0.001,0.0
0.886,0.092,0.01,0.001,0.001,0.01,0.001
0.96,0.027,0.002,0.002,0.0,0.003,0.006
0.981,0.001,0.016,0.0,0.0,0.001,0.0
0.975,0.016,0.002,0.002,0.001,0.003,0.001
0.97,0.009,0.011,0.001,0.004,0.003,0.003
0.968,0.006,0.009,0.0,0.003,0.008,0.005
0.926,0.042,0.008,0.003,0.009,0.009,0.003
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996,0.001,0.001,0.001,0.0,0.0,0.0
0.973,0.005,0.001,0.02,0.001,0.0,0.0
0.922,0.0,0.009,0.0,0.0,0.069,0.0
0.497,0.118,0.118,0.009,0.004,0.207,0.047
0.884,0.095,0.005,0.004,0.0,0.002,0.01
0.991,0.004,0.001,0.001,0.002,0.001,0.0
0.509,0.001,0.0,0.489,0.001,0.0,0.0
0.021,0.922,0.004,0.001,0.0,0.001,0.05
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.001,0.002,0.001,0.001,0.0
0.998,0.0,0.0,0.0,0.001,0.0,0.0
0.025,0.0,0.0,0.0,0.975,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.848,0.0,0.0,0.0,0.152,0.0,0.0
0.936,0.0,0.0,0.064,0.0,0.0,0.0
0.792,0.015,0.0,0.193,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996,0.002,0.001,0.0,0.0,0.001,0.0
0.956,0.0,0.034,0.0,0.0,0.007,0.002
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.992,0.0,0.0,0.008,0.0,0.0,0.0
0.903,0.004,0.0,0.087,0.0,0.001,0.004
0.003,0.994,0.0,0.001,0.0,0.0,0.002
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.451,0.0,0.0,0.548,0.0,0.0,0.0
0.996,0.001,0.0,0.0,0.001,0.002,0.0
0.967,0.001,0.031,0.0,0.0,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.993,0.001,0.0,0.004,0.001,0.0,0.0
0.655,0.145,0.036,0.008,0.026,0.083,0.047
0.913,0.0,0.0,0.0,0.086,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997,0.0,0.0,0.002,0.0,0.0,0.0
0.984,0.0,0.0,0.0,0.015,0.0,0.0
0.988,0.001,0.002,0.0,0.0,0.009,0.0
0.994,0.0,0.001,0.0,0.002,0.002,0.0
0.993,0.004,0.002,0.0,0.0,0.001,0.001
0.996,0.002,0.0,0.001,0.0,0.0,0.0
0.954,0.023,0.003,0.003,0.005,0.002,0.009
0.83,0.091,0.018,0.0,0.001,0.052,0.008
0.997,0.0,0.0,0.003,0.0,0.0,0.0
0.999,0.001,0.0,0.0,0.0,0.0,0.0
0.978,0.01,0.0,0.002,0.009,0.0,0.0
0.976,0.001,0.0,0.023,0.0,0.0,0.0
0.528,0.37,0.024,0.05,0.001,0.013,0.014
0.922,0.008,0.043,0.0,0.001,0.025,0.002
0.494,0.001,0.186,0.0,0.0,0.316,0.003
0.992,0.0,0.007,0.0,0.0,0.001,0.0
0.003,0.0,0.689,0.0,0.0,0.265,0.044
0.127,0.005,0.471,0.0,0.0,0.396,0.001
0.722,0.024,0.072,0.002,0.014,0.081,0.085
0.225,0.005,0.0,0.77,0.0,0.0,0.0
0.996,0.001,0.0,0.003,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.988,0.007,0.002,0.0,0.0,0.003,0.0
0.98,0.01,0.002,0.0,0.003,0.004,0.001
0.986,0.006,0.002,0.004,0.0,0.001,0.0
0.996,0.0,0.003,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.242,0.013,0.004,0.001,0.07,0.02
0.876,0.059,0.032,0.001,0.0,0.016,0.016
0.99,0.003,0.004,0.001,0.001,0.0,0.001
0.836,0.009,0.062,0.001,0.006,0.015,0.071
0.899,0.014,0.023,0.003,0.036,0.018,0.007
0.931,0.049,0.001,0.017,0.002,0.001,0.001
0.77,0.213,0.008,0.001,0.0,0.005,0.002
0.982,0.006,0.006,0.001,0.0,0.003,0.002
0.993,0.0,0.006,0.0,0.0,0.0,0.0
0.975,0.013,0.002,0.001,0.004,0.001,0.002
0.951,0.027,0.001,0.008,0.01,0.002,0.002
0.995,0.0,0.004,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.982,0.005,0.001,0.0,0.006,0.005,0.0
0.948,0.02,0.014,0.006,0.0,0.008,0.004
0.945,0.023,0.016,0.0,0.0,0.006,0.009
0.93,0.004,0.04,0.002,0.008,0.013,0.002
0.981,0.004,0.003,0.001,0.006,0.003,0.002
0.996,0.002,0.0,0.001,0.0,0.0,0.0
0.731,0.181,0.016,0.0,0.0,0.065,0.007
0.955,0.035,0.006,0.0,0.0,0.002,0.002
0.996,0.0,0.002,0.0,0.001,0.001,0.001
0.996,0.001,0.001,0.0,0.0,0.001,0.0
0.908,0.03,0.017,0.003,0.003,0.015,0.023
0.99,0.002,0.001,0.001,0.004,0.0,0.001
0.992,0.001,0.0,0.003,0.001,0.001,0.0
0.974,0.006,0.005,0.0,0.0,0.015,0.0
0.97,0.01,0.01,0.0,0.0,0.004,0.005
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.998,0.001,0.0,0.001,0.0,0.0,0.0
0.999,0.001,0.0,0.001,0.0,0.0,0.0
0.952,0.004,0.022,0.0,0.001,0.02,0.001
0.964,0.03,0.002,0.001,0.001,0.0,0.001
0.991,0.0,0.001,0.0,0.0,0.006,0.0
0.554,0.12,0.187,0.005,0.009,0.104,0.02
0.986,0.002,0.008,0.001,0.001,0.001,0.001
0.976,0.008,0.002,0.004,0.005,0.004,0.0
0.965,0.004,0.024,0.0,0.001,0.003,0.003
0.977,0.009,0.009,0.001,0.0,0.003,0.0
0.975,0.021,0.001,0.0,0.0,0.001,0.001
0.81,0.0,0.002,0.0,0.133,0.055,0.0
0.769,0.002,0.002,0.0,0.102,0.053,0.072
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.994,0.001,0.0,0.001,0.004,0.0,0.0
0.897,0.003,0.052,0.0,0.037,0.011,0.0
0.845,0.126,0.01,0.005,0.001,0.011,0.001
0.953,0.018,0.009,0.006,0.008,0.005,0.001
0.998,0.001,0.0,0.0,0.0,0.0,0.0
0.891,0.001,0.057,0.0,0.0,0.024,0.027
0.987,0.005,0.003,0.001,0.0,0.004,0.0
0.898,0.035,0.002,0.013,0.029,0.017,0.006
0.821,0.0,0.0,0.178,0.0,0.001,0.0
0.975,0.0,0.0,0.0,0.024,0.0,0.0
0.016,0.0,0.0,0.0,0.983,0.0,0.0
0.947,0.01,0.0,0.043,0.0,0.0,0.0
0.986,0.0,0.003,0.0,0.0,0.003,0.008
0.998,0.0,0.0,0.002,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.001,0.0,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,0.263,0.002,0.006,0.0
0.951,0.001,0.0,0.047,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.987,0.0,0.0,0.013,0.0,0.0,0.0
0.005,0.992,0.0,0.0,0.0,0.0,0.002
0.987,0.0,0.012,0.0,0.0,0.0,0.0
0.959,0.001,0.023,0.0,0.0,0.013,0.004
0.997,0.0,0.002,0.0,0.001,0.0,0.0
0.972,0.0,0.0,0.028,0.0,0.001,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.001
0.994,0.0,0.002,0.0,0.0,0.003,0.0
0.397,0.001,0.006,0.0,0.569,0.027,0.001
0.95,0.0,0.0,0.05,0.0,0.0,0.0
0.015,0.981,0.0,0.001,0.0,0.0,0.002
0.875,0.006,0.0,0.0,0.0,0.0,0.119
0.997,0.0,0.001,0.0,0.0,0.001,0.001
0.981,0.0,0.007,0.0,0.011,0.001,0.0
0.952,0.0,0.0,0.047,0.001,0.0,0.0
0.9,0.026,0.0,0.071,0.0,0.0,0.002
0.919,0.074,0.0,0.005,0.0,0.0,0.001
0.982,0.0,0.0,0.004,0.014,0.0,0.0
0.952,0.001,0.001,0.025,0.012,0.01,0.001
0.852,0.0,0.0,0.047,0.101,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.992,0.0,0.001,0.0,0.005,0.001,0.0
0.795,0.002,0.002,0.001,0.198,0.001,0.0
0.896,0.05,0.01,0.017,0.001,0.004,0.023
0.977,0.0,0.022,0.0,0.0,0.0,0.0
